"logFC"	"logCPM"	"PValue"	"FDR"
"AB_026571_T.1"	0.874906567734315	4.7338650553073	0.00641081450855818	0.789751691378652
"AB_028252_T.1"	2.82282773039232	-0.789334864756385	0.00642706357708219	0.789751691378652
"AB_011023_T.1"	2.03305160572832	1.57166073869055	0.00658948925789041	0.804151118592253
"AB_025457_T.1"	1.20559618665849	1.93570333652785	0.00662277985094044	0.804151118592253
"AB_024163_T.1"	1.13181199996091	3.70875560665769	0.00669940571876043	0.804151118592253
"AB_020308_T.1"	-1.07602992131338	1.98925953688468	0.00670727136089992	0.804151118592253
"AB_012268_T.1"	1.69173088103655	1.37368944105972	0.00671142912976212	0.804151118592253
"AB_039869_T.1"	-2.08724861345197	0.602708629781893	0.00671291698308859	0.804151118592253
"AB_008175_T.1"	4.38940107662298	-3.05313002842179	0.00672358465219782	0.804151118592253
"AB_014191_T.1"	1.8393095900457	-0.0940634090133035	0.00672752375086968	0.804151118592253
"AB_001979_T.1"	-2.38569065212001	-1.53315374235774	0.00673983046589983	0.804151118592253
"AB_017772_T.1"	3.01630999170505	-2.06706625131832	0.00675811157881843	0.804151118592253
"AB_028838_T.1"	-1.16125396203269	1.48275552804508	0.00683366378069661	0.80948329838442
"AB_012965_T.1"	1.18501538112151	2.38037693898227	0.00688535984539408	0.80948329838442
"AB_040670_T.1"	1.38266105164279	0.792558580368375	0.00688873342952294	0.80948329838442
"AB_043799_T.1"	1.62402473535828	0.904509403486022	0.00688903634166683	0.80948329838442
"AB_044603_T.1"	-2.36947112786503	-2.02550877064893	0.00695897517585129	0.814908738174619
"AB_035945_T.1"	-0.894065132138529	3.51324613321495	0.00697855412601333	0.814908738174619
"AB_036076_T.1"	1.59821578248257	-0.00639662016103146	0.00702019737541917	0.815115566283215
"AB_001118_T.1"	1.11924587948565	0.953539530706503	0.00702368137751021	0.815115566283215
"AB_033083_T.1"	1.6217039978079	0.818693976250272	0.00716730628109898	0.829224256848009
"AB_023549_T.1"	-2.44312449934523	-1.89791283783817	0.00723490684263195	0.831371483590281
"AB_020330_T.1"	2.38417793078719	-1.06701625465286	0.00724294872976233	0.831371483590281
"AB_011455_T.1"	3.79296562564021	-2.09053476721686	0.00726392919026215	0.831371483590281
"AB_018424_T.1"	1.95990966205183	-0.470327632232015	0.00729506681955466	0.831371483590281
"AB_022982_T.1"	-1.92273452934283	1.47327309379041	0.00731638631839163	0.831371483590281
"AB_040771_T.1"	1.77031469248882	2.62500723521693	0.00733235225685728	0.831371483590281
"AB_022094_T.1"	1.63137526458755	0.529303335631597	0.00734063808281624	0.831371483590281
"AB_023173_T.1"	1.6799152623455	-0.611888064132304	0.00755433956136464	0.852589706289607
"AB_039077_T.1"	2.46373451173658	0.645877507826787	0.00758725867789745	0.852589706289607
"AB_002995_T.1"	-0.777513938773997	4.49853331979216	0.00763556542235366	0.852589706289607
"AB_044899_T.1"	-1.30149515924268	4.78660056838731	0.0076400419535949	0.852589706289607
"AB_031325_T.1"	-3.06901234491259	-1.28359393477446	0.00766752928262779	0.852589706289607
"AB_011578_T.1"	-0.690246840541043	7.22897198894491	0.00767786780671445	0.852589706289607
"AB_017069_T.1"	0.804044046100732	4.11669897178658	0.0077017902998536	0.852589706289607
"AB_031123_T.1"	-1.68026759615117	-1.08078725260183	0.00770938273286525	0.852589706289607
"AB_010960_T.1"	1.09666392137853	2.64681093504185	0.00775986596205392	0.855656070496157
"AB_015206_T.1"	1.88948670722534	-1.23778255069128	0.00780047511846861	0.857618903302743
"AB_012981_T.1"	-1.12803283361791	5.88864129106057	0.00785588553298991	0.861192862757883
"AB_014232_T.1"	-0.81588392812085	8.22797298087912	0.00790094756267625	0.86137014694999
"AB_037638_T.1"	-1.0357216833612	2.57811562011056	0.00790331907921988	0.86137014694999
"AB_027260_T.1"	1.4216406809325	2.07002870434574	0.00808301692177525	0.869506952301978
"AB_042570_T.1"	1.23944383682898	2.15897754078429	0.00810725924181853	0.869506952301978
"AB_031988_T.1"	1.93778412760793	-1.29951553540985	0.00812188822134381	0.869506952301978
"AB_018896_T.1"	1.53287686192799	-0.558660115755594	0.00813207705435842	0.869506952301978
"AB_031900_T.1"	4.410339329562	-3.03114686691606	0.00814954187105984	0.869506952301978
"AB_033353_T.1"	-1.49921174170685	1.3724495606701	0.00820318270196656	0.869506952301978
"AB_036123_T.1"	0.995369130146047	4.39731948626204	0.00823980820180017	0.869506952301978
"AB_015001_T.1"	1.00128468437165	2.67527227294645	0.00824141228271432	0.869506952301978
"AB_026335_T.1"	0.755506396261443	8.59478508019886	0.00824446615713564	0.869506952301978
"AB_032136_T.1"	4.27583099433495	-3.09924606831597	0.00824956122349991	0.869506952301978
"AB_008690_T.1"	-2.48518904473527	-1.14576917001275	0.00826055608023656	0.869506952301978
"AB_044416_T.1"	1.70588483712027	-0.408875154878289	0.00826765481496372	0.869506952301978
"AB_028496_T.1"	1.21733275126373	4.79332108869684	0.00827859601936407	0.869506952301978
"AB_009307_T.1"	1.66174133107824	0.570833952304622	0.00830475468617941	0.869824738036301
"AB_029899_T.1"	4.74303127031845	-2.93674832151481	0.00834593297318504	0.871709515902029
"AB_022358_T.1"	1.63296412677788	1.62535742712208	0.00837013282145184	0.871815413350168
"AB_028707_T.1"	-1.08681641556767	3.1614742427674	0.00845502802783569	0.872710865714851
"AB_024211_T.1"	-1.7573251605786	4.08292412507849	0.00846774160993572	0.872710865714851
"AB_001619_T.1"	-3.54296255803483	-1.75961839448537	0.00847150564455672	0.872710865714851
"AB_014591_T.1"	3.21033429613286	-1.87350635046998	0.00847156900045001	0.872710865714851
"AB_044733_T.1"	3.31973556366953	-2.09860136929861	0.00854741545580105	0.878118493315779
"AB_013152_T.1"	-0.845830804249719	4.09789785399009	0.0087352489870884	0.893156352024158
"AB_039505_T.1"	1.97905549591213	-0.527177739891259	0.00874129777252972	0.893156352024158
"AB_016545_T.1"	1.67457480084064	-0.528558228556535	0.00882142728673572	0.895450813545342
"AB_001980_T.1"	-1.13702880225063	3.65991231812143	0.00882435826994503	0.895450813545342
"AB_009642_T.1"	-0.698678268009487	4.10089135413659	0.00883519725074657	0.895450813545342
"AB_002632_T.1"	0.808455735328032	4.19360715245362	0.00893000118168155	0.902626275355935
"AB_002871_T.1"	1.84771338166243	0.793964815972313	0.00903230567076244	0.907114792425709
"AB_043269_T.1"	-1.10879954731196	3.03640947248209	0.00903535931459296	0.907114792425709
"AB_017560_T.1"	-1.08872631841042	1.21870672570117	0.0090805416266924	0.907114792425709
"AB_008535_T.1"	3.36373477464858	1.80887201152531	0.00909074088458704	0.907114792425709
"AB_042842_T.1"	-0.563398834508181	7.01193273171609	0.00909503142853893	0.907114792425709
"AB_037654_T.1"	-1.44660057949375	0.750914358041764	0.00925540504276697	0.91975728577038
"AB_010794_T.1"	5.8917280582559	-2.38289029622189	0.00928267053533538	0.91975728577038
"AB_008062_T.1"	3.32617626772285	0.331285063092098	0.00930862263653013	0.91975728577038
"AB_026950_T.1"	1.0884151530092	1.97780204467443	0.00931963314482367	0.91975728577038
"AB_014151_T.1"	2.60583314373418	0.0757456223737773	0.00936399731122597	0.921008614157689
"AB_004908_T.1"	-1.99901749380237	-0.496147582118457	0.00938130100854751	0.921008614157689
"AB_045933_T.1"	2.61194611305791	-1.95749412744828	0.00957094646081945	0.928494673902113
"AB_023385_T.1"	1.0247093806122	5.04143608353514	0.00958225049936239	0.928494673902113
"AB_010789_T.1"	-0.912050779720039	3.76702021491902	0.0095889899180254	0.928494673902113
"AB_010833_T.1"	-1.15257105301682	4.51317288904353	0.00961410273199044	0.928494673902113
"AB_020479_T.1"	1.638790797073	1.46760011469969	0.00964179902366722	0.928494673902113
"AB_029976_T.1"	-2.37052818844991	-0.857828090364178	0.00967204399455137	0.928494673902113
"AB_012963_T.1"	-1.1458010630898	2.33315863318096	0.00969999492790986	0.928494673902113
"AB_019850_T.1"	0.585289008298723	6.17635321678222	0.00970951307426219	0.928494673902113
"AB_045428_T.1"	-1.78337782752536	0.896177748115451	0.00971244151685289	0.928494673902113
"AB_041715_T.1"	2.17698854351338	-0.15239775710783	0.00971922193453398	0.928494673902113
"AB_036898_T.1"	-0.798246529427457	3.36167814689825	0.00972918011535418	0.928494673902113
"AB_044393_T.1"	-0.797007514894574	3.27080168773575	0.00977432242521482	0.930441259520259
"AB_035741_T.1"	-2.48997172867448	0.730406296297975	0.00981363954328946	0.931824900169765
"AB_028574_T.1"	1.28042944375957	4.68356262977083	0.00989890509113881	0.93556833618156
"AB_024369_T.1"	2.67901963506777	-2.23523898991132	0.00990781022894625	0.93556833618156
"AB_027644_T.1"	-2.50497530023146	0.970070447337493	0.00992770846882908	0.93556833618156
"AB_044422_T.1"	2.97895757632606	-2.17377463876587	0.0101310813652515	0.948658717681974
"AB_029627_T.1"	-2.6832359172392	-2.62332203683526	0.0101637469303487	0.948658717681974
"AB_019151_T.1"	1.48689015001365	1.40043532044659	0.0101658644919742	0.948658717681974
"AB_039161_T.1"	4.52960941419493	-2.96627928675095	0.0101792259273195	0.948658717681974
"AB_044111_T.1"	-1.12107842033516	1.65947939806563	0.0102050534527434	0.948658717681974
"AB_030881_T.1"	-2.35851861725779	2.32335134052632	0.0102179936879657	0.948658717681974
"AB_037675_T.1"	-1.82925960770683	0.301905961144163	0.010293366850914	0.953302677244374
"AB_023555_T.1"	-3.65880185963497	-2.38186412453999	0.0103655278595845	0.956652807520172
"AB_037315_T.1"	-0.588055248553756	6.83466873619765	0.0103804246022242	0.956652807520172
"AB_001941_T.1"	-1.25389866641934	5.47304393393339	0.0104104083453456	0.957070328101078
"AB_027801_T.1"	-1.46384317847881	3.06475810119998	0.0104801611166567	0.957957333145149
"AB_018328_T.1"	0.876167103604661	2.81565143572225	0.0104867546496843	0.957957333145149
"AB_024837_T.1"	-0.661152517569994	9.14376571433144	0.0105505796505264	0.957957333145149
"AB_034171_T.1"	2.9178868770155	2.87577261939719	0.0105901509534566	0.957957333145149
"AB_035933_T.1"	4.39220810271281	-3.05363340131783	0.0105946658275947	0.957957333145149
"AB_011024_T.1"	1.23804672282238	0.392980506246738	0.0106043057884448	0.957957333145149
"AB_008526_T.1"	0.988093792336055	6.99487929252529	0.0106207783756053	0.957957333145149
"AB_008078_T.1"	-1.57291416189773	-0.396096990088753	0.0106244179127905	0.957957333145149
"AB_028901_T.1"	1.23254169207069	1.42324671874938	0.0107649505824815	0.957957333145149
"AB_043352_T.1"	-2.34980165063373	-2.61682849899014	0.0107707471217877	0.957957333145149
"AB_043838_T.1"	-1.04970490512383	10.0171879720928	0.010805721851598	0.957957333145149
"AB_015946_T.1"	1.46461855371766	-0.236053390577729	0.0108064910706903	0.957957333145149
"AB_025305_T.1"	-2.7867058069377	2.95591612339618	0.0108255310072194	0.957957333145149
"AB_027733_T.1"	1.86058559477571	2.34303507791948	0.010829078040041	0.957957333145149
"AB_022901_T.1"	2.17313244153518	0.590838899694083	0.0108434021120859	0.957957333145149
"AB_021162_T.1"	-1.3941093676108	0.682567053243598	0.0108531650574013	0.957957333145149
"AB_036398_T.1"	-1.21005733667872	1.40498705056586	0.0108590436703349	0.957957333145149
"AB_002249_T.1"	-1.02433198923085	1.98700195570469	0.0109001253172325	0.957957333145149
"AB_022402_T.1"	-1.36152771884367	2.63248502185175	0.0109041179379837	0.957957333145149
"AB_022836_T.1"	-1.36529169183885	0.514580516876761	0.0109538072805059	0.959619338383147
"AB_034011_T.1"	1.18367706008052	1.0674735400316	0.0109740782294288	0.959619338383147
"AB_043786_T.1"	1.97515514741746	-0.254726207041075	0.0110536335017252	0.962255783224161
"AB_024110_T.1"	1.66725432860541	-0.713992019343086	0.0110655050622921	0.962255783224161
"AB_021810_T.1"	-1.40478762616767	9.14902347385482	0.0110847878424502	0.962255783224161
"AB_013007_T.1"	-1.45529968801851	1.86821252045647	0.0111065931735668	0.962255783224161
"AB_044991_T.1"	1.5387751109348	1.892420176354	0.011210971889011	0.969066101146441
"AB_042636_T.1"	2.54160278157467	-2.02943700637114	0.011265280782515	0.971527116292078
"AB_030191_T.1"	-2.00856746339326	3.62334262434186	0.0113785029895921	0.973072910647324
"AB_013956_T.1"	3.57909183725309	-2.25584854733447	0.0113989138826472	0.973072910647324
"AB_016323_T.1"	0.738632343986145	4.10265238136611	0.0114101526786134	0.973072910647324
"AB_018099_T.1"	0.651802227242067	4.11158226037346	0.0114221442899635	0.973072910647324
"AB_036938_T.1"	-1.47940466774211	0.42520592160727	0.0114234732178474	0.973072910647324
"AB_026984_T.1"	1.81577286077432	-1.13040431617218	0.011477623206038	0.973072910647324
"AB_015209_T.1"	1.2740084776566	1.5156309023582	0.0114973590278165	0.973072910647324
"AB_031911_T.1"	-2.1301469997636	-0.280975284100193	0.0114989873550834	0.973072910647324
"AB_040233_T.1"	3.02968132617309	-2.0595475198855	0.0115161151362479	0.973072910647324
"AB_036574_T.1"	4.88532522831937	-2.79122919492101	0.0115986596627918	0.973266841895278
"AB_023842_T.1"	-0.735419411243982	8.651243808266	0.0116526905367753	0.973266841895278
"AB_030901_T.1"	0.949241845265675	1.59386955290102	0.0116853154014815	0.973266841895278
"AB_011891_T.1"	1.34537410265165	6.23621059644126	0.0116901064977766	0.973266841895278
"AB_018093_T.1"	0.783763338928236	5.4662053327747	0.0116910582566495	0.973266841895278
"AB_029981_T.1"	1.6051373509096	0.266780365871477	0.0117038601208543	0.973266841895278
"AB_044418_T.1"	0.99323848703579	2.10390887019396	0.0117184872383008	0.973266841895278
"AB_043867_T.1"	1.7490260512741	-0.183432680706437	0.0117367077763565	0.973266841895278
"AB_026420_T.1"	4.50962557417989	-2.98842583404839	0.0117513668844035	0.973266841895278
"AB_022817_T.1"	1.61597805718566	1.87314785144181	0.0117808343702281	0.973301757564424
"AB_019768_T.1"	-1.62732159955082	0.650759724698455	0.0118035584545458	0.973301757564424
"AB_023368_T.1"	-0.993756357398595	4.43289436391903	0.0118474621991968	0.97478430230197
"AB_032188_T.1"	2.37520297679516	-0.681486993361903	0.011917694102169	0.978421868855143
"AB_030194_T.1"	1.05652492663119	1.78146547497963	0.0119749016975904	0.98097664211568
"AB_012417_T.1"	-2.2351504050971	-2.25701913344076	0.0120065153068409	0.981428221853311
"AB_028271_T.1"	-3.19077968324428	-0.087960325654795	0.012039242617958	0.981777116418168
"AB_025401_T.1"	1.83698383067897	0.133105963718984	0.0120630043824684	0.981777116418168
"AB_028995_T.1"	-2.02753599781879	-1.86120919994147	0.0121865920617896	0.988557401463802
"AB_022144_T.1"	4.44279497216382	-3.00468333845713	0.0121988945581023	0.988557401463802
"AB_008258_T.1"	-1.59352511201835	-0.337451665303091	0.0123122953178242	0.995601325259154
"AB_031641_T.1"	-3.37570809845198	-2.54212659231689	0.0124014449240892	0.996790673839292
"AB_015775_T.1"	-1.82281934733266	-1.72860712234804	0.012438274868896	0.996790673839292
"AB_012089_T.1"	-0.577172863029208	11.1066469056023	0.0124409491695822	0.996790673839292
"AB_004848_T.1"	1.4404517248636	-0.654984260045629	0.0124941325508482	0.996790673839292
"AB_017421_T.1"	-3.13676367309864	-2.68630981035747	0.0125035906458793	0.996790673839292
"AB_035078_T.1"	1.74888085428795	1.71702770673785	0.0125040194022792	0.996790673839292
"AB_034353_T.1"	1.48325173736651	2.66489203184469	0.0125477240142041	0.996790673839292
"AB_014865_T.1"	-2.06051783518529	0.513533288811425	0.0125489433700913	0.996790673839292
"AB_040125_T.1"	1.32463594593309	1.72014859642325	0.0125655907927934	0.996790673839292
"AB_038039_T.1"	-3.19153742024414	-2.15352151548945	0.0126514173621786	1
"AB_017578_T.1"	1.08606290571301	2.60011719584563	0.0127011809656493	1
"AB_015866_T.1"	-3.15048273572658	-2.40864725486628	0.0127835949480428	1
"AB_024330_T.1"	-2.54945344231604	1.64126197734044	0.0128481137672662	1
"AB_041071_T.1"	2.39628752960632	-1.80216464504206	0.0128588065555082	1
"AB_001538_T.1"	2.81354654802275	-2.02094357684369	0.0128607928853219	1
"AB_024101_T.1"	-2.09760067043707	0.761098554526923	0.0129322857935476	1
"AB_035979_T.1"	1.11396440381332	1.19779440478517	0.0129468632741137	1
"AB_013023_T.1"	-0.6651888337387	4.62407542457555	0.01297618126585	1
"AB_016675_T.1"	-1.56687204884585	1.65819085718188	0.013068927311163	1
"AB_041085_T.1"	-1.459730239541	0.543157987386381	0.0131956321902612	1
"AB_032092_T.1"	-0.615133738972504	7.2906765319518	0.013237207242099	1
"AB_025762_T.1"	-2.52716515058413	1.56629436787309	0.0133017313839279	1
"AB_029559_T.1"	-1.10021499119251	0.676782921499738	0.0133324354258707	1
"AB_029259_T.1"	-0.733741242679347	4.84562835974681	0.013590918139026	1
"AB_039909_T.1"	-2.8399363497882	-2.34048320044575	0.013671750087916	1
"AB_015482_T.1"	-3.27823829656279	0.427018093840368	0.0136863787582604	1
"AB_009919_T.1"	-0.644616028340668	7.22654196113317	0.0138139043193889	1
"AB_000214_T.1"	-1.33632715010025	1.83151554958003	0.0138476777691701	1
"AB_013193_T.1"	1.93314358506989	2.6733059005551	0.0138593030098321	1
"AB_002953_T.1"	-2.86317498185768	-2.81380106328081	0.0138801609632661	1
"AB_011648_T.1"	4.16202828156403	-3.12547192109499	0.0138906544567993	1
"AB_006204_T.1"	-0.694735936846566	5.27296036955433	0.0139154911648358	1
"AB_023198_T.1"	0.84437384447468	2.7723173520937	0.013988262194795	1
"AB_030275_T.1"	4.21347518975346	-3.13308060633715	0.0141043941975883	1
"AB_023860_T.1"	0.647882923807703	10.1907016793447	0.014124278687832	1
"AB_002393_T.1"	1.03013455794343	1.66519388625303	0.0141478696766718	1
"AB_026600_T.1"	-0.620438926942065	7.06250628590892	0.0141846058200128	1
"AB_009310_T.1"	1.93089729622509	3.50880433976937	0.0142140844866562	1
"AB_038944_T.1"	-1.7215370562816	0.295947106951574	0.014322150827247	1
"AB_043203_T.1"	-2.4447471433624	-1.57968547882119	0.0143491919476368	1
"AB_041238_T.1"	2.56774584805264	-0.844852984001656	0.0144607913355234	1
"AB_031076_T.1"	0.785650180291776	3.6435835758215	0.0144648851688688	1
"AB_013258_T.1"	0.907832327981376	2.85777579278054	0.0144672740029455	1
"AB_035498_T.1"	1.21872438492344	1.34878456734925	0.0145340511545023	1
"AB_041660_T.1"	-2.78465590910286	-0.041276414325893	0.0145370376024029	1
"AB_023561_T.1"	-0.531536948998402	6.39684799359913	0.0145646902447471	1
"AB_030460_T.1"	-1.02474851395532	3.24711128238489	0.014600792423689	1
"AB_040455_T.1"	-1.81787920137529	2.10218397998626	0.0146668649800636	1
"AB_034347_T.1"	1.48658349280822	4.48618423325753	0.0147207954052685	1
